#Datasets	CMB001.A0101.unmapped.75bp	CMB002.A0101.unmapped.75bp	CMB003.A0101.unmapped.75bp	CMB004.A0101.unmapped.75bp	CMB005.A0101.unmapped.75bp	CMB006.A0101.unmapped.75bp	CMB007.A0101.unmapped.75bp	CMB008.A0101.unmapped.75bp	CS01.unmapped.75bp	CS02.unmapped.75bp	CS03.unmapped.75bp	CS04.unmapped.75bp	CS07.unmapped.75bp	CS08.unmapped.75bp	CS09.unmapped.75bp	CS10.unmapped.75bp	CS11.unmapped.75bp	CS12.unmapped.75bp	CS13.unmapped.75bp	CS14.unmapped.75bp	CS15.unmapped.75bp	CS16.unmapped.75bp	CS17.unmapped.75bp	CS18.unmapped.75bp	CS19.unmapped.75bp	CS20.unmapped.75bp	CS21.unmapped.75bp	CS22.unmapped.75bp	CS23.unmapped.75bp	CS24.unmapped.75bp	CS26.unmapped.75bp	CS27.unmapped.75bp	CS28.unmapped.75bp	CS29.unmapped.75bp	CS30.unmapped.75bp	CS31.unmapped.75bp	CS32.unmapped.75bp	CS33.unmapped.75bp	CS34.unmapped.75bp	CS35.unmapped.75bp	CS36.unmapped.75bp	CS37.unmapped.75bp	CS38.unmapped.75bp	CS39.unmapped.75bp	CS40.unmapped.75bp	CS42.unmapped.75bp	CS43.unmapped.75bp	CS44.unmapped.75bp	CS45.unmapped.75bp	CS46.unmapped.75bp	CS47.unmapped.75bp	CS48.unmapped.75bp	ELR003.A0101.unmapped.75bp	ELR004.A0101.unmapped.75bp	ELR006.A0101.unmapped.75bp	ELR008.A0101.unmapped.75bp	ELR010.A0101.unmapped.75bp	IVE002.B0101.unmapped.75bp	IVE003.A0101.unmapped.75bp	IVE005.A0101.unmapped.75bp	IVE005.B0101.unmapped.75bp	IVE007.B0101.unmapped.75bp	JAE006.A0101.unmapped.75bp	JAE007.A0101.unmapped.75bp	JAE008.A0101.unmapped.75bp	JAE009.A0101.unmapped.75bp	JAE010.A0101.unmapped.75bp	JAE012.A0101.unmapped.75bp	JAE013.A0101.unmapped.75bp	JAE014.A0101.unmapped.75bp	JAE015.A0101.unmapped.75bp	JAE016.A0101.unmapped.75bp	KT01calc.unmapped.75bp	KT02calc.unmapped.75bp	KT03calc.unmapped.75bp	KT04calc.unmapped.75bp	KT05calc.unmapped.75bp	KT06calc.unmapped.75bp	KT07calc.unmapped.75bp	KT08calc.unmapped.75bp	KT09calc.unmapped.75bp	KT10calc.unmapped.75bp	KT11calc.unmapped.75bp	KT12calc.unmapped.75bp	KT13calc.unmapped.75bp	KT14calc.unmapped.75bp	KT15calc.unmapped.75bp	KT16calc.unmapped.75bp	KT17calc.unmapped.75bp	KT18calc.unmapped.75bp	KT19calc.unmapped.75bp	KT20calc.unmapped.75bp	KT21calc.unmapped.75bp	KT22calc.unmapped.75bp	KT23calc.unmapped.75bp	KT24calc.unmapped.75bp	KT25calc.unmapped.75bp	KT26calc.unmapped.75bp	KT27calc.unmapped.75bp	KT28calc.unmapped.75bp	KT29calc.unmapped.75bp	KT30calc.unmapped.75bp	KT31calc.unmapped.75bp	KT32calc.unmapped.75bp	KT33calc.unmapped.75bp	KT34calc.unmapped.75bp	KT35calc.unmapped.75bp	KT36calc.unmapped.75bp	MID022.A0101.unmapped.75bp	MID023.A0101.unmapped.75bp	MID024.A0101.unmapped.75bp	MID025.A0101.unmapped.75bp	MID026.A0101.unmapped.75bp	MID027.A0101.unmapped.75bp	MID028.A0101.unmapped.75bp	MID029.A0101.unmapped.75bp	MID030.A0101.unmapped.75bp	MID031.A0101.unmapped.75bp	MID032.A0101.unmapped.75bp	MID033.A0101.unmapped.75bp	MID034.A0101.unmapped.75bp	MID035.A0101.unmapped.75bp	MID036.A0101.unmapped.75bp	MID037.A0101.unmapped.75bp	MID038.A0101.unmapped.75bp	MID039.A0101.unmapped.75bp	MID040.A0101.unmapped.75bp	MID041.A0101.unmapped.75bp	MID042.A0101.unmapped.75bp	MID043.A0101.unmapped.75bp	MID044.A0101.unmapped.75bp	MID045.A0101.unmapped.75bp	MID046.A0101.unmapped.75bp	MID047.A0101.unmapped.75bp	MID048.A0101.unmapped.75bp	MID049.A0101.unmapped.75bp	MID050.A0101.unmapped.75bp	MID051.A0101.unmapped.75bp	MID052.A0101.unmapped.75bp	MID053.A0101.unmapped.75bp	MID054.A0101.unmapped.75bp	MID055.A0101.unmapped.75bp	MID056.A0101.unmapped.75bp	MID057.A0101.unmapped.75bp	MID058.A0101.unmapped.75bp	MID059.A0101.unmapped.75bp	MID060.A0101.unmapped.75bp	MID061.A0101.unmapped.75bp	MID062.A0101.unmapped.75bp	MID063.A0101.unmapped.75bp	MID064.A0101.unmapped.75bp	MID065.A0101.unmapped.75bp	MID066.A0101.unmapped.75bp	MID067.A0101.unmapped.75bp	MID068.A0101.unmapped.75bp	MID068.B0101.unmapped.75bp	MID070.A0101.unmapped.75bp	MID071.A0101.unmapped.75bp	MID072.A0101.unmapped.75bp	MID073.A0101.unmapped.75bp	MID074.A0101.unmapped.75bp	MID075.A0101.unmapped.75bp	MID076.A0101.unmapped.75bp	MID077.A0101.unmapped.75bp	MID078.A0101.unmapped.75bp	MID079.A0101.unmapped.75bp	MID080.A0101.unmapped.75bp	MID081.A0101.unmapped.75bp	MID082.A0101.unmapped.75bp	MID083.A0101.unmapped.75bp	MID084.A0101.unmapped.75bp	MID085.A0101.unmapped.75bp	MID086.A0101.unmapped.75bp	MID087.A0101.unmapped.75bp	MID088.A0101.unmapped.75bp	MID089.A0101.unmapped.75bp	MID090.A0101.unmapped.75bp	MID091.A0101.unmapped.75bp	MID092.A0101.unmapped.75bp	MID093.A0101.unmapped.75bp	MID094.A0101.unmapped.75bp	MID097.A0101.unmapped.75bp	MID101.A0101.unmapped.75bp	MID102.A0101.unmapped.75bp
"Granulicatella sp. HMSC31F03"	0.0	311.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1020.0	0.0	559.0	0.0	0.0	1079.0	0.0	0.0	1080.0	0.0	3181.0	752.0	0.0	0.0	0.0	2046.0	0.0	0.0	0.0	0.0	3008.0	0.0	0.0	0.0	0.0	1484.0	0.0	0.0	0.0	0.0	0.0	0.0	781.0	0.0	521.0	1202.0	0.0	0.0	0.0	0.0	336.0	0.0	0.0	0.0	0.0	0.0	309.0	2430.0	0.0	4454.0	23076.0	1790.0	1916.0	9731.0	4795.0	2062.0	2012.0	0.0	0.0	572.0	0.0	0.0	394.0	0.0	0.0	0.0	553.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353.0	0.0	0.0	0.0	0.0	0.0	0.0	3126.0	0.0	0.0	554.0	737.0	3628.0	573.0	0.0	0.0	0.0	0.0	0.0	0.0	2719.0	1242.0	379.0	518.0	0.0	322.0	0.0	2133.0	0.0	1274.0	0.0	0.0	1247.0	3904.0	0.0	0.0	0.0	0.0	0.0	0.0	374.0	0.0	0.0	0.0	0.0	2250.0	0.0	0.0	0.0	974.0	0.0	0.0	0.0	744.0	535.0	675.0	0.0	1311.0	0.0	0.0	0.0	2017.0	0.0	2075.0	654.0	0.0	531.0	783.0	0.0	0.0	0.0	2575.0	627.0	0.0	554.0	0.0	0.0	0.0	967.0	0.0	1697.0	750.0
"Enterococcus faecalis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterococcus faecium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68920.0	28931.0	37709.0	141806.0	13552.0	1037.0	8669.0	80476.0	0.0	3381.0	0.0	279.0	468.0	601.0	2125.0	1527.0	591.0	0.0	844.0	8084.0	1101.0	2454.0	1448.0	176.0	696.0	2486.0	2507.0	11972.0	12145.0	0.0	0.0	1322.0	326.0	4483.0	693.0	1443.0	258.0	2943.0	500.0	354988.0	6666.0	34969.0	1632.0	89.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lactobacillus acidophilus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2053.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lactobacillus iners"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	498.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lactobacillus parabuchneri"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	279.0	398.0	313.0	0.0	372.0	329.0	576.0	466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pediococcus acidilactici"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1083.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1057.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Weissella viridescens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus agalactiae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	525.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus anginosus"	974.0	379.0	564.0	471.0	0.0	358.0	294.0	240.0	3841.0	1252.0	906.0	502.0	578.0	533.0	1612.0	836.0	2763.0	577.0	1088.0	0.0	1692.0	684.0	1710.0	401.0	339.0	845.0	1051.0	994.0	2044.0	1012.0	531.0	68.0	2904.0	635.0	269.0	4549.0	7694.0	1171.0	1032.0	1640.0	2076.0	6781.0	2020.0	2059.0	829.0	523.0	576.0	425.0	216.0	800.0	6037.0	116.0	610.0	390.0	3086.0	654.0	0.0	0.0	0.0	323.0	640.0	0.0	0.0	0.0	2035.0	0.0	0.0	2404.0	1942.0	5299.0	2570.0	0.0	946.0	0.0	159.0	305.0	0.0	261.0	226.0	0.0	0.0	193.0	307.0	131.0	0.0	333.0	661.0	182.0	0.0	315.0	302.0	345.0	153.0	246.0	407.0	240.0	562.0	642.0	179.0	336.0	532.0	226.0	544.0	342.0	296.0	0.0	177.0	498.0	775.0	1366.0	2257.0	1414.0	447.0	739.0	925.0	1627.0	1553.0	553.0	1698.0	1071.0	1251.0	960.0	979.0	571.0	1187.0	1010.0	1172.0	1752.0	1633.0	1120.0	1271.0	1683.0	1149.0	1261.0	708.0	1428.0	1423.0	4809.0	1622.0	1140.0	2125.0	1007.0	1096.0	1735.0	2347.0	1350.0	1489.0	604.0	1232.0	1685.0	3207.0	1265.0	663.0	1943.0	674.0	7857.0	684.0	1218.0	1110.0	2179.0	421.0	826.0	1305.0	1157.0	581.0	2226.0	614.0	874.0	1610.0	1096.0	1814.0	993.0	378.0	801.0	934.0	747.0	251.0	1968.0	4279.0	3645.0	1594.0	1417.0	1898.0	674.0
"Streptococcus constellatus"	291.0	461.0	729.0	745.0	0.0	0.0	326.0	941.0	1041.0	1315.0	1646.0	316.0	0.0	0.0	796.0	0.0	1101.0	414.0	0.0	0.0	556.0	0.0	990.0	0.0	0.0	1722.0	654.0	0.0	0.0	307.0	340.0	33.0	2289.0	0.0	0.0	1819.0	3049.0	1129.0	425.0	2581.0	287.0	2216.0	3556.0	1246.0	431.0	376.0	639.0	0.0	0.0	0.0	3097.0	56.0	1167.0	317.0	978.0	1307.0	0.0	498.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	438.0	0.0	0.0	152.0	0.0	352.0	0.0	0.0	200.0	317.0	0.0	144.0	211.0	0.0	377.0	0.0	153.0	472.0	0.0	267.0	164.0	0.0	258.0	444.0	249.0	255.0	176.0	222.0	0.0	185.0	413.0	0.0	0.0	0.0	0.0	327.0	565.0	0.0	540.0	1613.0	0.0	0.0	339.0	461.0	1426.0	421.0	1405.0	921.0	1808.0	391.0	516.0	548.0	835.0	0.0	1118.0	957.0	943.0	385.0	400.0	1181.0	1508.0	521.0	445.0	432.0	938.0	1105.0	1177.0	814.0	708.0	912.0	0.0	995.0	1335.0	2001.0	588.0	0.0	621.0	2393.0	1053.0	766.0	420.0	532.0	385.0	967.0	571.0	534.0	644.0	1069.0	0.0	463.0	1278.0	0.0	357.0	452.0	0.0	699.0	1192.0	750.0	1004.0	1253.0	323.0	500.0	877.0	645.0	0.0	1296.0	1181.0	603.0	499.0	1020.0	770.0	479.0
"Streptococcus intermedius"	233.0	546.0	703.0	437.0	291.0	483.0	283.0	0.0	2632.0	3109.0	556.0	524.0	577.0	1147.0	2858.0	1266.0	2015.0	447.0	1676.0	0.0	1330.0	1500.0	634.0	868.0	762.0	669.0	729.0	817.0	4659.0	796.0	436.0	37.0	1237.0	1699.0	310.0	2437.0	6032.0	1426.0	1100.0	2089.0	475.0	2992.0	1012.0	946.0	413.0	691.0	1408.0	568.0	456.0	532.0	3440.0	75.0	862.0	820.0	1926.0	857.0	0.0	897.0	486.0	454.0	1010.0	727.0	5638.0	2820.0	5534.0	2653.0	1799.0	2801.0	1407.0	1818.0	0.0	0.0	1414.0	154.0	165.0	253.0	0.0	182.0	234.0	835.0	110.0	236.0	335.0	166.0	154.0	283.0	421.0	256.0	0.0	290.0	673.0	318.0	141.0	355.0	330.0	414.0	305.0	578.0	303.0	201.0	297.0	194.0	968.0	415.0	482.0	0.0	170.0	397.0	609.0	2088.0	496.0	895.0	843.0	623.0	832.0	2001.0	1097.0	760.0	3742.0	3394.0	787.0	1308.0	1919.0	1993.0	2215.0	1303.0	972.0	1361.0	1389.0	1172.0	1181.0	1680.0	921.0	2072.0	710.0	1171.0	3149.0	3123.0	905.0	2364.0	1309.0	1030.0	1160.0	2945.0	1363.0	1241.0	1844.0	2302.0	851.0	2849.0	1681.0	1892.0	831.0	967.0	539.0	4862.0	691.0	2886.0	761.0	1640.0	307.0	499.0	344.0	2023.0	1143.0	2214.0	636.0	1000.0	1512.0	2071.0	957.0	942.0	565.0	756.0	823.0	1124.0	747.0	3226.0	1429.0	845.0	1822.0	2844.0	1885.0	993.0
"Streptococcus australis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	801.0	0.0	0.0	945.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	632.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus caballi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
