#Datasets	KT01calc.unmapped	KT02calc.unmapped	KT03calc.unmapped	KT04calc.unmapped	KT05calc.unmapped	KT06calc.unmapped	KT07calc.unmapped	KT08calc.unmapped	KT09calc.unmapped	KT10calc.unmapped	KT11calc.unmapped	KT12calc.unmapped	KT13calc.unmapped	KT14calc.unmapped	KT15calc.unmapped	KT16calc.unmapped	KT17calc.unmapped	KT18calc.unmapped	KT19calc.unmapped	KT20calc.unmapped	KT21calc.unmapped	KT22calc.unmapped	KT23calc.unmapped	KT24calc.unmapped	KT25calc.unmapped	KT26calc.unmapped	KT27calc.unmapped	KT28calc.unmapped	KT29calc.unmapped	KT30calc.unmapped	KT31calc.unmapped	KT32calc.unmapped	KT33calc.unmapped	KT34calc.unmapped	KT35calc.unmapped	KT36calc.unmapped
"Leptotrichia sp. oral taxon 225"	2970.0	0.0	403.0	246.0	218.0	0.0	0.0	969.0	0.0	0.0	0.0	0.0	254.0	313.0	576.0	371.0	193.0	365.0	2019.0	725.0	0.0	554.0	0.0	479.0	380.0	1213.0	0.0	0.0	1271.0	566.0	1355.0	529.0	760.0	0.0	330.0	0.0
"Leptotrichia sp. oral taxon 498"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	484.0	0.0	0.0	0.0	0.0	789.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Leptotrichia sp. oral taxon 879"	1124.0	0.0	300.0	0.0	0.0	0.0	0.0	973.0	0.0	0.0	0.0	0.0	191.0	0.0	428.0	273.0	0.0	268.0	1611.0	582.0	0.0	382.0	0.0	292.0	242.0	372.0	0.0	0.0	689.0	387.0	1399.0	366.0	577.0	0.0	257.0	0.0
"Streptobacillus moniliformis"	0.0	0.0	0.0	0.0	0.0	226.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	0.0	404.0	372.0	0.0	0.0	242.0	0.0	0.0	0.0	0.0	0.0	0.0	195.0	581.0
"Nitrospira cf. moscoviensis SBR1015"	0.0	0.0	0.0	0.0	308.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nitrospira moscoviensis"	0.0	0.0	0.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brevundimonas sp. Root1423"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Afipia sp. GAS231"	0.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium elkanii"	0.0	0.0	0.0	0.0	1321.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium erythrophlei"	0.0	0.0	0.0	0.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium icense"	0.0	0.0	0.0	0.0	1069.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium japonicum"	0.0	0.0	0.0	0.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium jicamae"	0.0	0.0	0.0	0.0	1089.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium lablabi"	0.0	0.0	0.0	0.0	1560.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium valentinum"	0.0	0.0	0.0	0.0	2605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dongia sp. URHE0060"	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Reyranella massiliensis"	0.0	0.0	0.0	0.0	231.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodospirillales bacterium URHD0017"	0.0	0.0	0.0	0.0	2510.0	0.0	0.0	0.0	0.0	0.0	0.0	422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Candidatus Accumulibacter phosphatis"	0.0	0.0	0.0	0.0	0.0	272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Achromobacter sp. DMS1"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	483.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lautropia mirabilis"	213545.0	10010.0	1085.0	57758.0	12294.0	0.0	27459.0	140348.0	0.0	5788.0	18586.0	4808.0	2530.0	23042.0	3139.0	60755.0	4717.0	2924.0	40057.0	3330.0	285.0	94519.0	129410.0	9041.0	6775.0	137126.0	17495.0	0.0	25833.0	4749.0	108851.0	172070.0	13727.0	757.0	2029.0	1940.0
"Ralstonia mannitolilytica"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acidovorax ebreus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	921.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acidovorax sp. MR-S7"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	556.0	0.0	0.0	0.0	0.0	0.0
"Brachymonas chironomi"	0.0	0.0	0.0	488.0	252.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	747.0	0.0	0.0	0.0	0.0	0.0	449.0	0.0	0.0	0.0	0.0
"Brachymonas denitrificans"	0.0	0.0	0.0	770.0	361.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.0	397.0	0.0	0.0	1143.0	203.0	0.0	0.0	0.0	0.0	816.0	437.0	0.0	0.0	0.0
"Extensimonas vulgaris"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	540.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Hydrogenophaga crassostreae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	515.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Hydrogenophaga sp. PBC"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	860.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ottowia oryzae"	0.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	439.0	0.0	0.0	0.0	0.0	0.0	302.0	0.0	0.0	0.0	0.0
"Ottowia sp. Marseille-P4747"	131813.0	0.0	1700.0	821.0	223.0	0.0	461.0	59517.0	0.0	225.0	534.0	655.0	243.0	2548.0	523.0	1043.0	193.0	521.0	280545.0	594.0	316.0	12318.0	7844.0	0.0	0.0	3835.0	945.0	0.0	3630.0	1329.0	164196.0	14494.0	100977.0	835.0	438.0	587.0
"Ottowia sp. oral taxon 894"	124898.0	0.0	1654.0	892.0	240.0	0.0	469.0	55406.0	0.0	239.0	541.0	588.0	227.0	2464.0	488.0	1023.0	224.0	521.0	262993.0	594.0	303.0	11668.0	7386.0	0.0	0.0	3447.0	857.0	0.0	3704.0	1338.0	151847.0	13744.0	95543.0	775.0	388.0	569.0
"Polaromonas sp. JS666"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309.0	0.0	0.0
"Polaromonas sp. YR568"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	409.0	0.0	0.0
"Variovorax sp. HW608"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	808.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Conchiformibius kuhniae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	502.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Eikenella corrodens"	52617.0	684.0	8862.0	6208.0	5103.0	1625.0	8505.0	47883.0	0.0	833.0	3662.0	1456.0	830.0	2382.0	2837.0	6761.0	1244.0	1663.0	46354.0	4494.0	2034.0	18116.0	9637.0	2242.0	2475.0	6274.0	4965.0	264.0	12011.0	3839.0	49081.0	18770.0	12866.0	4913.0	2242.0	848.0
"Eikenella sp. HMSC061C02"	3601.0	0.0	565.0	683.0	515.0	0.0	598.0	2868.0	0.0	0.0	238.0	187.0	0.0	0.0	0.0	411.0	0.0	0.0	2994.0	358.0	0.0	1256.0	750.0	0.0	200.0	691.0	559.0	0.0	902.0	341.0	3389.0	1317.0	1011.0	392.0	0.0	0.0
"Eikenella sp. HMSC071B05"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	519.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Eikenella sp. HMSC073A11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	359.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kingella denitrificans"	4177.0	0.0	0.0	591.0	0.0	0.0	0.0	27425.0	0.0	0.0	0.0	0.0	0.0	309.0	0.0	687.0	0.0	0.0	9898.0	0.0	0.0	1682.0	804.0	0.0	0.0	0.0	208.0	0.0	428.0	0.0	6028.0	1538.0	672.0	0.0	0.0	0.0
"Kingella kingae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kingella oralis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2743.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	336.0	0.0	0.0	1072.0	0.0	0.0	1074.0	1135.0	397.0	0.0	0.0	0.0	0.0	0.0	0.0	598.0	466.0	0.0	0.0	0.0	0.0
"Morococcus cerebrosus"	4079.0	0.0	0.0	1920.0	0.0	0.0	0.0	7110.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	741.0	0.0	0.0	4621.0	0.0	0.0	3273.0	2130.0	318.0	0.0	1379.0	337.0	0.0	485.0	0.0	3480.0	624.0	388.0	0.0	0.0	0.0
"Neisseria bacilliformis"	634.0	0.0	0.0	0.0	0.0	0.0	0.0	1737.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3164.0	0.0	0.0	354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1888.0	291.0	0.0	0.0	0.0	0.0
"Neisseria chenwenguii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	621.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria cinerea"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria elongata"	23990.0	350.0	266.0	4446.0	2315.0	0.0	480.0	23601.0	0.0	505.0	1522.0	193.0	255.0	5639.0	0.0	2110.0	0.0	0.0	56328.0	398.0	0.0	10745.0	4339.0	481.0	625.0	11365.0	4702.0	0.0	3164.0	525.0	22565.0	5240.0	7676.0	0.0	345.0	0.0
"Neisseria gonorrhoeae"	1150.0	0.0	0.0	518.0	0.0	0.0	0.0	1910.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	2527.0	0.0	0.0	886.0	606.0	0.0	0.0	398.0	0.0	0.0	0.0	0.0	1264.0	0.0	0.0	0.0	0.0	0.0
"Neisseria iguanae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria lactamica"	664.0	0.0	0.0	250.0	0.0	0.0	0.0	978.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1859.0	0.0	0.0	388.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	712.0	0.0	0.0	0.0	0.0	0.0
"Neisseria macacae"	1965.0	0.0	0.0	619.0	0.0	0.0	0.0	3305.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	384.0	0.0	0.0	2725.0	0.0	0.0	1253.0	1510.0	0.0	0.0	440.0	0.0	0.0	0.0	0.0	2224.0	434.0	0.0	0.0	0.0	0.0
"Neisseria meningitidis"	2203.0	0.0	0.0	926.0	0.0	0.0	0.0	3497.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	405.0	0.0	0.0	5188.0	0.0	0.0	1565.0	1186.0	0.0	0.0	620.0	209.0	0.0	347.0	0.0	2031.0	424.0	407.0	0.0	0.0	0.0
"Neisseria mucosa"	730.0	0.0	0.0	362.0	0.0	0.0	0.0	1554.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1063.0	0.0	0.0	640.0	425.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	686.0	0.0	0.0	0.0	0.0	0.0
"Neisseria perflava"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	587.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria polysaccharea"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	617.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	756.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria shayeganii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	658.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sicca"	4346.0	0.0	0.0	2222.0	0.0	0.0	295.0	11151.0	0.0	0.0	0.0	0.0	0.0	500.0	0.0	780.0	0.0	0.0	5672.0	0.0	0.0	5099.0	2159.0	454.0	0.0	2021.0	304.0	0.0	578.0	0.0	3434.0	582.0	412.0	0.0	0.0	0.0
"Neisseria wadsworthii"	0.0	0.0	0.0	0.0	0.0	240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria zoodegmatis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. GT4A_CT1"	1046.0	0.0	0.0	384.0	0.0	0.0	0.0	1626.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204.0	0.0	0.0	1140.0	0.0	0.0	627.0	766.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1051.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC03D10"	1071.0	0.0	0.0	442.0	0.0	0.0	0.0	1895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1029.0	0.0	0.0	908.0	615.0	0.0	0.0	268.0	0.0	0.0	0.0	0.0	818.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC055F11"	655.0	0.0	0.0	377.0	0.0	0.0	0.0	1186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	719.0	0.0	0.0	538.0	389.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	586.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC055H02"	1582.0	0.0	0.0	752.0	0.0	0.0	0.0	2867.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	275.0	0.0	0.0	1479.0	0.0	0.0	1379.0	1059.0	0.0	0.0	455.0	0.0	0.0	0.0	0.0	1242.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC056A03"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	672.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	805.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC059F02"	676.0	0.0	0.0	320.0	0.0	0.0	0.0	1042.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	573.0	0.0	0.0	578.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	514.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC064E01"	6938.0	0.0	0.0	3671.0	0.0	0.0	272.0	9931.0	0.0	0.0	0.0	0.0	0.0	448.0	0.0	2098.0	0.0	0.0	8953.0	0.0	0.0	4351.0	4907.0	872.0	0.0	1897.0	932.0	0.0	730.0	0.0	7544.0	1694.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC064F04"	1256.0	0.0	0.0	855.0	0.0	0.0	0.0	2153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.0	0.0	0.0	1248.0	0.0	0.0	1110.0	746.0	0.0	0.0	382.0	0.0	0.0	0.0	0.0	1200.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC065D04"	1986.0	0.0	0.0	609.0	0.0	0.0	0.0	2830.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358.0	0.0	0.0	2176.0	0.0	0.0	1082.0	1414.0	0.0	0.0	387.0	0.0	0.0	0.0	0.0	1976.0	415.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC068C04"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	511.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	711.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC069H12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	790.0	0.0	0.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	594.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC070E12"	668.0	0.0	0.0	310.0	0.0	0.0	0.0	974.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	677.0	0.0	0.0	575.0	361.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	502.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC072F04"	2919.0	0.0	0.0	1423.0	0.0	0.0	0.0	7496.0	0.0	0.0	0.0	0.0	0.0	371.0	0.0	467.0	0.0	0.0	3723.0	0.0	0.0	3784.0	1377.0	290.0	0.0	1288.0	248.0	0.0	413.0	0.0	2300.0	329.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC073B07"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	596.0	0.0	0.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC074B07"	1072.0	0.0	0.0	374.0	0.0	0.0	0.0	1785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.0	0.0	0.0	1258.0	0.0	0.0	667.0	806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1121.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC077D05"	5925.0	0.0	0.0	2230.0	0.0	0.0	0.0	9506.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	1398.0	0.0	0.0	6772.0	0.0	0.0	3681.0	4111.0	550.0	0.0	1345.0	547.0	0.0	624.0	0.0	5750.0	1291.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC15C08"	2294.0	0.0	0.0	1359.0	0.0	0.0	0.0	3874.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	471.0	0.0	0.0	2279.0	0.0	0.0	1844.0	1407.0	0.0	0.0	664.0	223.0	0.0	0.0	0.0	2098.0	349.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC31F04"	2846.0	0.0	0.0	574.0	239.0	0.0	0.0	2933.0	0.0	0.0	0.0	0.0	0.0	579.0	0.0	275.0	0.0	0.0	6342.0	0.0	0.0	1160.0	622.0	0.0	0.0	1226.0	560.0	0.0	382.0	0.0	2688.0	595.0	899.0	0.0	0.0	0.0
"Neisseria sp. HMSC70E02"	1938.0	0.0	0.0	663.0	0.0	0.0	0.0	2858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	385.0	0.0	0.0	2167.0	0.0	0.0	1134.0	1287.0	0.0	0.0	411.0	0.0	0.0	0.0	0.0	1898.0	437.0	0.0	0.0	0.0	0.0
"Neisseria sp. KEM232"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. oral taxon 014"	20079.0	739.0	318.0	1061.0	994.0	0.0	1895.0	29084.0	0.0	0.0	1550.0	260.0	0.0	584.0	0.0	5380.0	0.0	234.0	19590.0	0.0	0.0	11324.0	13453.0	1758.0	1223.0	2034.0	668.0	0.0	3672.0	448.0	19644.0	4371.0	1217.0	403.0	421.0	380.0
"Neisseria sp. oral taxon 020"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	602.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Azonexus fungiphilus"	0.0	0.0	0.0	0.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
